category_id,category_name,subcategory_name,product_id,product_name,suggested_unit,scraped_price,original_price,price_unit,scraped_product_name,price_status,source_name,source_url,source_date,price_notes
cat-rice-grains-and-flour,"Rice, Grains & Flour",Rice varieties,prod-ponni-rice,Ponni rice,kg,45,MRP Rs 49; offer Rs 45/kg,INR/kg,5 star Ponni boil rice 1kg,scraped_public_price,Fine Grocery Calicut public listing,https://finegrocery.in/,Observed 2026-06-04,Calicut online grocery listing; service availability depends on selected Calicut location.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Rice varieties,prod-idli-rice,Idli rice,kg,,Public range Rs 42 - 390; mapped to 1kg lower listed option,INR/kg,Idli-Dosha rice,retail_range_available,Fine Grocery Calicut public listing,https://finegrocery.in/,Observed 2026-06-04,"Fine Grocery Calicut public listing exposed a price range, but not one exact current SKU price for this generic catalog row."
cat-rice-grains-and-flour,"Rice, Grains & Flour",Rice varieties,prod-broken-rice,Broken rice,kg,,Public range Rs 23 - 46; mapped to 1kg upper listed option,INR/kg,Matta Broken rice,retail_range_available,Fine Grocery Calicut public listing,https://finegrocery.in/,Observed 2026-06-04,"Fine Grocery Calicut public listing exposed a price range, but not one exact current SKU price for this generic catalog row."
cat-rice-grains-and-flour,"Rice, Grains & Flour",Rice varieties,prod-red-rice,Red rice,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Rice varieties,prod-brown-rice,Brown rice,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Rice varieties,prod-white-rice,White rice,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Rice varieties,prod-navara-rice,Navara rice,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Rice varieties,prod-aval-rice-flakes,Aval rice flakes,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Flours,prod-wheat-flour,Wheat flour,kg,40,MRP Rs 55; offer Rs 40/kg,INR/kg,PK whole wheat atta 1kg,scraped_public_price,Fine Grocery Calicut public listing,https://finegrocery.in/,Observed 2026-06-04,Calicut online grocery listing; service availability depends on selected Calicut location.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Flours,prod-atta,Atta,kg,,Public range Rs 20 - 40; mapped to 1kg upper listed option,INR/kg,Atta,retail_range_available,Fine Grocery Calicut public listing,https://finegrocery.in/,Observed 2026-06-04,"Fine Grocery Calicut public listing exposed a price range, but not one exact current SKU price for this generic catalog row."
cat-rice-grains-and-flour,"Rice, Grains & Flour",Flours,prod-maida,Maida,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Flours,prod-rice-flour,Rice flour,kg,35,MRP Rs 42; offer Rs 35/500g,INR/500g,Ajmi Rice powder 500g,scraped_public_price,Fine Grocery Calicut public listing,https://finegrocery.in/,Observed 2026-06-04,Calicut online grocery listing; service availability depends on selected Calicut location.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Flours,prod-roasted-rice-flour,Roasted rice flour,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Flours,prod-appam-podi,Appam podi,pack,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Flours,prod-puttu-podi,Puttu podi,pack,35,MRP Rs 42; offer Rs 35/500g,INR/500g,Ajmi Puttupodi 500g,scraped_public_price,Fine Grocery Calicut public listing,https://finegrocery.in/,Observed 2026-06-04,Calicut online grocery listing; service availability depends on selected Calicut location.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Flours,prod-idiyappam-podi,Idiyappam podi,pack,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Flours,prod-ragi-flour,Ragi flour,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Flours,prod-corn-flour,Corn flour,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Flours,prod-besan-flour,Besan flour,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Flours,prod-arrowroot-powder,Arrowroot powder,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Flours,prod-tapioca-flour,Tapioca flour,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Flours,prod-multigrain-flour,Multigrain flour,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Flours,prod-barley-flour,Barley flour,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-rava,Rava,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-sooji,Sooji,pack,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-broken-wheat,Broken wheat,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-wheat-grain,Wheat grain,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-oats,Oats,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-rolled-oats,Rolled oats,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-poha,Poha,pack,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-corn-flakes,Corn flakes,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-barley,Barley,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-pearl-millet,Pearl millet,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-finger-millet,Finger millet,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-foxtail-millet,Foxtail millet,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-little-millet,Little millet,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-kodo-millet,Kodo millet,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-quinoa,Quinoa,pack,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-sabudana,Sabudana,pack,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-vermicelli,Vermicelli,pack,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-pulses-and-legumes,Pulses & Legumes,Dals,prod-toor-dal,Toor dal,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-pulses-and-legumes,Pulses & Legumes,Dals,prod-urad-dal,Urad dal,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-pulses-and-legumes,Pulses & Legumes,Dals,prod-moong-dal,Moong dal,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-pulses-and-legumes,Pulses & Legumes,Dals,prod-chana-dal,Chana dal,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-pulses-and-legumes,Pulses & Legumes,Dals,prod-masoor-dal,Masoor dal,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-pulses-and-legumes,Pulses & Legumes,Dals,prod-split-green-gram,Split green gram,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-pulses-and-legumes,Pulses & Legumes,Dals,prod-split-black-gram,Split black gram,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-pulses-and-legumes,Pulses & Legumes,Dals,prod-roasted-gram-dal,Roasted gram dal,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-pulses-and-legumes,Pulses & Legumes,Dals,prod-horse-gram,Horse gram,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-pulses-and-legumes,Pulses & Legumes,Dals,prod-tur-dal-whole,Tur dal whole,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-pulses-and-legumes,Pulses & Legumes,Dals,prod-yellow-moong-dal,Yellow moong dal,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-pulses-and-legumes,Pulses & Legumes,Dals,prod-white-urad-dal,White urad dal,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-pulses-and-legumes,Pulses & Legumes,Dals,prod-black-urad-dal,Black urad dal,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-pulses-and-legumes,Pulses & Legumes,Dals,prod-red-lentil,Red lentil,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-pulses-and-legumes,Pulses & Legumes,Beans and peas,prod-green-gram,Green gram,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-pulses-and-legumes,Pulses & Legumes,Beans and peas,prod-black-chickpeas,Black chickpeas,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-pulses-and-legumes,Pulses & Legumes,Beans and peas,prod-white-chickpeas,White chickpeas,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-pulses-and-legumes,Pulses & Legumes,Beans and peas,prod-rajma,Rajma,pack,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-pulses-and-legumes,Pulses & Legumes,Beans and peas,prod-cowpea,Cowpea,pack,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-pulses-and-legumes,Pulses & Legumes,Beans and peas,prod-black-eyed-peas,Black eyed peas,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-pulses-and-legumes,Pulses & Legumes,Beans and peas,prod-green-peas,Green peas,kg,43,Retail range Rs 52 - 65/kg,INR/kg,Green peas,market_benchmark_price,Today Price Rates Kozhikode vegetable market,https://market.todaypricerates.com/Kozhikode-vegetables-price-in-Kerala,2026-06-04,"Kozhikode mandi benchmark with retail range from Today Price Rates; retail shop price can vary by area, quality, and shop."
cat-pulses-and-legumes,Pulses & Legumes,Beans and peas,prod-dry-peas,Dry peas,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-pulses-and-legumes,Pulses & Legumes,Beans and peas,prod-soybean,Soybean,pack,,Public range Rs 75 - 150; mapped to 1kg upper listed option,INR/kg,Soybean Whole,retail_range_available,Fine Grocery Calicut public listing,https://finegrocery.in/,Observed 2026-06-04,"Fine Grocery Calicut public listing exposed a price range, but not one exact current SKU price for this generic catalog row."
cat-pulses-and-legumes,Pulses & Legumes,Beans and peas,prod-field-beans,Field beans,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-pulses-and-legumes,Pulses & Legumes,Beans and peas,prod-moth-beans,Moth beans,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-pulses-and-legumes,Pulses & Legumes,Beans and peas,prod-double-beans,Double beans,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-pulses-and-legumes,Pulses & Legumes,Beans and peas,prod-butter-beans,Butter beans,kg,41,Retail range Rs 49 - 62/kg,INR/kg,Butter beans,market_benchmark_price,Today Price Rates Kozhikode vegetable market,https://market.todaypricerates.com/Kozhikode-vegetables-price-in-Kerala,2026-06-04,"Kozhikode mandi benchmark with retail range from Today Price Rates; retail shop price can vary by area, quality, and shop."
cat-pulses-and-legumes,Pulses & Legumes,Beans and peas,prod-broad-beans,Broad beans,kg,42,Retail range Rs 50 - 63/kg,INR/kg,Broad beans,market_benchmark_price,Today Price Rates Kozhikode vegetable market,https://market.todaypricerates.com/Kozhikode-vegetables-price-in-Kerala,2026-06-04,"Kozhikode mandi benchmark with retail range from Today Price Rates; retail shop price can vary by area, quality, and shop."
cat-pulses-and-legumes,Pulses & Legumes,Sprouts and mixes,prod-sprouted-green-gram,Sprouted green gram,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-pulses-and-legumes,Pulses & Legumes,Sprouts and mixes,prod-sprouted-chana,Sprouted chana,pack,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-pulses-and-legumes,Pulses & Legumes,Sprouts and mixes,prod-mixed-dal,Mixed dal,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-pulses-and-legumes,Pulses & Legumes,Sprouts and mixes,prod-sambar-dal-mix,Sambar dal mix,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-pulses-and-legumes,Pulses & Legumes,Sprouts and mixes,prod-adai-dal-mix,Adai dal mix,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-pulses-and-legumes,Pulses & Legumes,Sprouts and mixes,prod-puttu-kadala-mix,Puttu kadala mix,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-pulses-and-legumes,Pulses & Legumes,Sprouts and mixes,prod-protein-pulse-mix,Protein pulse mix,pack,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Cooking oils,prod-coconut-oil,Coconut oil,bottle,220,MRP Rs 230; offer Rs 220/litre,INR/litre,Calicut Coconut oil 1ltr,scraped_public_price,Fine Grocery Calicut public listing,https://finegrocery.in/,Observed 2026-06-04,Calicut online grocery listing; service availability depends on selected Calicut location.
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Cooking oils,prod-sunflower-oil,Sunflower oil,bottle,85,MRP Rs 95; offer Rs 85/500ml,INR/500ml,Parisons Liberty sunflower oil 500ml,scraped_public_price,Fine Grocery Calicut public listing,https://finegrocery.in/,Observed 2026-06-04,Calicut online grocery listing; service availability depends on selected Calicut location.
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Cooking oils,prod-groundnut-oil,Groundnut oil,bottle,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Cooking oils,prod-gingelly-oil,Gingelly oil,bottle,27,,INR/100ml,Pavithram Sesame oil 100ml,scraped_public_price,Fine Grocery Calicut public listing,https://finegrocery.in/,Observed 2026-06-04,Calicut online grocery listing; service availability depends on selected Calicut location.
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Cooking oils,prod-olive-oil,Olive oil,bottle,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Cooking oils,prod-palm-oil,Palm oil,bottle,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Cooking oils,prod-rice-bran-oil,Rice bran oil,kg,149,MRP Rs 155; offer Rs 149/litre,INR/litre,Aditi rice bran oil 1ltr,scraped_public_price,Fine Grocery Calicut public listing,https://finegrocery.in/,Observed 2026-06-04,Calicut online grocery listing; service availability depends on selected Calicut location.
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Cooking oils,prod-mustard-oil,Mustard oil,kg,90,MRP Rs 110; offer Rs 90/500ml,INR/500ml,Dalda Kachi Ghani Mustard oil 500ml,scraped_public_price,Fine Grocery Calicut public listing,https://finegrocery.in/,Observed 2026-06-04,Calicut online grocery listing; service availability depends on selected Calicut location.
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Cooking oils,prod-vegetable-oil,Vegetable oil,bottle,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Cooking oils,prod-soybean-oil,Soybean oil,bottle,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Cooking oils,prod-canola-oil,Canola oil,bottle,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Cooking oils,prod-corn-oil,Corn oil,bottle,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Cooking oils,prod-sesame-oil,Sesame oil,bottle,27,,INR/100ml,Pavithram Sesame oil 100ml,scraped_public_price,Fine Grocery Calicut public listing,https://finegrocery.in/,Observed 2026-06-04,Calicut online grocery listing; service availability depends on selected Calicut location.
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Cooking oils,prod-virgin-coconut-oil,Virgin coconut oil,bottle,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Cooking oils,prod-cold-pressed-coconut-oil,Cold pressed coconut oil,bottle,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Fats and shortenings,prod-ghee,Ghee,bottle,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Fats and shortenings,prod-cow-ghee,Cow ghee,bottle,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Fats and shortenings,prod-vanaspati,Vanaspati,pack,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Fats and shortenings,prod-butter,Butter,pack,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Fats and shortenings,prod-margarine,Margarine,pack,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Fats and shortenings,prod-cooking-fat,Cooking fat,pack,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Fats and shortenings,prod-bakery-shortening,Bakery shortening,pack,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Fats and shortenings,prod-coconut-cream,Coconut cream,pack,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Fats and shortenings,prod-coconut-milk,Coconut milk,bottle,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Fats and shortenings,prod-cream,Cream,pack,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Basic spices,prod-salt,Salt,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Basic spices,prod-rock-salt,Rock salt,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Basic spices,prod-black-salt,Black salt,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Basic spices,prod-sugar,Sugar,kg,,Public range Rs 21 - 42; mapped to 1kg upper listed option,INR/kg,Sugar,retail_range_available,Fine Grocery Calicut public listing,https://finegrocery.in/,Observed 2026-06-04,"Fine Grocery Calicut public listing exposed a price range, but not one exact current SKU price for this generic catalog row."
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Basic spices,prod-brown-sugar,Brown sugar,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Basic spices,prod-jaggery,Jaggery,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Basic spices,prod-palm-jaggery,Palm jaggery,kg,,,,,shop_survey_required,,,,No public Koyilandy-area item price found; needs Extra/Reliance/local shop survey or POS export.
