category_id,category_name,subcategory_name,product_id,product_name,suggested_unit,item_type,notes
cat-rice-grains-and-flour,"Rice, Grains & Flour",Flours,prod-ragi-flour,Ragi flour,kg,Staple pantry items,
cat-rice-grains-and-flour,"Rice, Grains & Flour",Flours,prod-corn-flour,Corn flour,kg,Staple pantry items,
cat-rice-grains-and-flour,"Rice, Grains & Flour",Flours,prod-besan-flour,Besan flour,kg,Staple pantry items,
cat-rice-grains-and-flour,"Rice, Grains & Flour",Flours,prod-arrowroot-powder,Arrowroot powder,kg,Staple pantry items,
cat-rice-grains-and-flour,"Rice, Grains & Flour",Flours,prod-tapioca-flour,Tapioca flour,kg,Staple pantry items,
cat-rice-grains-and-flour,"Rice, Grains & Flour",Flours,prod-multigrain-flour,Multigrain flour,kg,Staple pantry items,
cat-rice-grains-and-flour,"Rice, Grains & Flour",Flours,prod-barley-flour,Barley flour,kg,Staple pantry items,
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-rava,Rava,kg,Staple pantry items,
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-sooji,Sooji,pack,Staple pantry items,
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-broken-wheat,Broken wheat,kg,Staple pantry items,
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-wheat-grain,Wheat grain,kg,Staple pantry items,
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-oats,Oats,kg,Staple pantry items,
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-rolled-oats,Rolled oats,kg,Staple pantry items,
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-poha,Poha,pack,Staple pantry items,
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-corn-flakes,Corn flakes,kg,Staple pantry items,
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-barley,Barley,kg,Staple pantry items,
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-pearl-millet,Pearl millet,kg,Staple pantry items,
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-finger-millet,Finger millet,kg,Staple pantry items,
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-foxtail-millet,Foxtail millet,kg,Staple pantry items,
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-little-millet,Little millet,kg,Staple pantry items,
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-kodo-millet,Kodo millet,kg,Staple pantry items,
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-quinoa,Quinoa,pack,Staple pantry items,
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-sabudana,Sabudana,pack,Staple pantry items,
cat-rice-grains-and-flour,"Rice, Grains & Flour",Grains and breakfast grains,prod-vermicelli,Vermicelli,pack,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Dals,prod-toor-dal,Toor dal,kg,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Dals,prod-urad-dal,Urad dal,kg,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Dals,prod-moong-dal,Moong dal,kg,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Dals,prod-chana-dal,Chana dal,kg,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Dals,prod-masoor-dal,Masoor dal,kg,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Dals,prod-split-green-gram,Split green gram,kg,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Dals,prod-split-black-gram,Split black gram,kg,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Dals,prod-roasted-gram-dal,Roasted gram dal,kg,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Dals,prod-horse-gram,Horse gram,kg,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Dals,prod-tur-dal-whole,Tur dal whole,kg,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Dals,prod-yellow-moong-dal,Yellow moong dal,kg,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Dals,prod-white-urad-dal,White urad dal,kg,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Dals,prod-black-urad-dal,Black urad dal,kg,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Dals,prod-red-lentil,Red lentil,kg,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Beans and peas,prod-green-gram,Green gram,kg,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Beans and peas,prod-black-chickpeas,Black chickpeas,kg,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Beans and peas,prod-white-chickpeas,White chickpeas,kg,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Beans and peas,prod-rajma,Rajma,pack,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Beans and peas,prod-cowpea,Cowpea,pack,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Beans and peas,prod-black-eyed-peas,Black eyed peas,kg,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Beans and peas,prod-green-peas,Green peas,kg,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Beans and peas,prod-dry-peas,Dry peas,kg,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Beans and peas,prod-soybean,Soybean,pack,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Beans and peas,prod-field-beans,Field beans,kg,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Beans and peas,prod-moth-beans,Moth beans,kg,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Beans and peas,prod-double-beans,Double beans,kg,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Beans and peas,prod-butter-beans,Butter beans,kg,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Beans and peas,prod-broad-beans,Broad beans,kg,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Sprouts and mixes,prod-sprouted-green-gram,Sprouted green gram,kg,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Sprouts and mixes,prod-sprouted-chana,Sprouted chana,pack,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Sprouts and mixes,prod-mixed-dal,Mixed dal,kg,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Sprouts and mixes,prod-sambar-dal-mix,Sambar dal mix,kg,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Sprouts and mixes,prod-adai-dal-mix,Adai dal mix,kg,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Sprouts and mixes,prod-puttu-kadala-mix,Puttu kadala mix,kg,Staple pantry items,
cat-pulses-and-legumes,Pulses & Legumes,Sprouts and mixes,prod-protein-pulse-mix,Protein pulse mix,pack,Staple pantry items,
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Cooking oils,prod-coconut-oil,Coconut oil,bottle,Staple pantry items,
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Cooking oils,prod-sunflower-oil,Sunflower oil,bottle,Staple pantry items,
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Cooking oils,prod-groundnut-oil,Groundnut oil,bottle,Staple pantry items,
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Cooking oils,prod-gingelly-oil,Gingelly oil,bottle,Staple pantry items,
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Cooking oils,prod-olive-oil,Olive oil,bottle,Staple pantry items,
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Cooking oils,prod-palm-oil,Palm oil,bottle,Staple pantry items,
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Cooking oils,prod-rice-bran-oil,Rice bran oil,kg,Staple pantry items,
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Cooking oils,prod-mustard-oil,Mustard oil,kg,Staple pantry items,
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Cooking oils,prod-vegetable-oil,Vegetable oil,bottle,Staple pantry items,
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Cooking oils,prod-soybean-oil,Soybean oil,bottle,Staple pantry items,
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Cooking oils,prod-canola-oil,Canola oil,bottle,Staple pantry items,
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Cooking oils,prod-corn-oil,Corn oil,bottle,Staple pantry items,
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Cooking oils,prod-sesame-oil,Sesame oil,bottle,Staple pantry items,
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Cooking oils,prod-virgin-coconut-oil,Virgin coconut oil,bottle,Staple pantry items,
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Cooking oils,prod-cold-pressed-coconut-oil,Cold pressed coconut oil,bottle,Staple pantry items,
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Fats and shortenings,prod-ghee,Ghee,bottle,Staple pantry items,
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Fats and shortenings,prod-cow-ghee,Cow ghee,bottle,Staple pantry items,
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Fats and shortenings,prod-vanaspati,Vanaspati,pack,Staple pantry items,
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Fats and shortenings,prod-butter,Butter,pack,Staple pantry items,
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Fats and shortenings,prod-margarine,Margarine,pack,Staple pantry items,
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Fats and shortenings,prod-cooking-fat,Cooking fat,pack,Staple pantry items,
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Fats and shortenings,prod-bakery-shortening,Bakery shortening,pack,Staple pantry items,
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Fats and shortenings,prod-coconut-cream,Coconut cream,pack,Staple pantry items,
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Fats and shortenings,prod-coconut-milk,Coconut milk,bottle,Staple pantry items,
cat-oils-ghee-and-cooking-fats,"Oils, Ghee & Cooking Fats",Fats and shortenings,prod-cream,Cream,pack,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Basic spices,prod-salt,Salt,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Basic spices,prod-rock-salt,Rock salt,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Basic spices,prod-black-salt,Black salt,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Basic spices,prod-sugar,Sugar,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Basic spices,prod-brown-sugar,Brown sugar,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Basic spices,prod-jaggery,Jaggery,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Basic spices,prod-palm-jaggery,Palm jaggery,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Basic spices,prod-chilli-powder,Chilli powder,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Basic spices,prod-kashmiri-chilli-powder,Kashmiri chilli powder,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Basic spices,prod-turmeric-powder,Turmeric powder,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Basic spices,prod-coriander-powder,Coriander powder,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Basic spices,prod-pepper,Pepper,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Basic spices,prod-white-pepper,White pepper,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Basic spices,prod-garam-masala,Garam masala,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Basic spices,prod-cumin,Cumin,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Basic spices,prod-mustard-seeds,Mustard seeds,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Basic spices,prod-fenugreek,Fenugreek,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Basic spices,prod-cardamom,Cardamom,pack,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Basic spices,prod-cinnamon,Cinnamon,pack,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Basic spices,prod-cloves,Cloves,pack,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Whole spices,prod-bay-leaf,Bay leaf,pack,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Whole spices,prod-star-anise,Star anise,pack,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Whole spices,prod-fennel-seeds,Fennel seeds,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Whole spices,prod-carom-seeds,Carom seeds,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Whole spices,prod-nigella-seeds,Nigella seeds,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Whole spices,prod-poppy-seeds,Poppy seeds,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Whole spices,prod-mace,Mace,pack,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Whole spices,prod-nutmeg,Nutmeg,pack,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Whole spices,prod-dry-ginger,Dry ginger,pack,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Whole spices,prod-stone-flower,Stone flower,pack,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Whole spices,prod-marathi-moggu,Marathi moggu,pack,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Whole spices,prod-long-pepper,Long pepper,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Whole spices,prod-sesame-seeds,Sesame seeds,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Whole spices,prod-black-sesame-seeds,Black sesame seeds,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Whole spices,prod-white-sesame-seeds,White sesame seeds,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Kerala masalas,prod-sambar-powder,Sambar powder,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Kerala masalas,prod-rasam-powder,Rasam powder,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Kerala masalas,prod-fish-masala,Fish masala,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Kerala masalas,prod-chicken-masala,Chicken masala,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Kerala masalas,prod-meat-masala,Meat masala,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Kerala masalas,prod-egg-masala,Egg masala,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Kerala masalas,prod-biriyani-masala,Biriyani masala,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Kerala masalas,prod-pickle-powder,Pickle powder,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Kerala masalas,prod-puttu-kadala-masala,Puttu kadala masala,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Kerala masalas,prod-curry-masala,Curry masala,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Kerala masalas,prod-tea-masala,Tea masala,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Kerala masalas,prod-payasam-spice-mix,Payasam spice mix,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Seasoning and baking,prod-baking-soda,Baking soda,bottle,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Seasoning and baking,prod-baking-powder,Baking powder,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Seasoning and baking,prod-yeast,Yeast,pack,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Seasoning and baking,prod-vanilla-essence,Vanilla essence,pack,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Seasoning and baking,prod-food-color,Food color,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Seasoning and baking,prod-icing-sugar,Icing sugar,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Seasoning and baking,prod-cocoa-powder,Cocoa powder,kg,Staple pantry items,
cat-spices-salt-and-sugar,"Spices, Salt & Sugar",Seasoning and baking,prod-corn-starch,Corn starch,pack,Staple pantry items,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Pickles,prod-mango-pickle,Mango pickle,pack,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Pickles,prod-lime-pickle,Lime pickle,pack,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Pickles,prod-garlic-pickle,Garlic pickle,pack,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Pickles,prod-mixed-vegetable-pickle,Mixed vegetable pickle,pack,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Pickles,prod-fish-pickle,Fish pickle,kg,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Pickles,prod-prawn-pickle,Prawn pickle,kg,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Pickles,prod-dates-pickle,Dates pickle,pack,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Pickles,prod-gooseberry-pickle,Gooseberry pickle,pack,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Pickles,prod-tender-mango-pickle,Tender mango pickle,pack,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Pickles,prod-chilli-pickle,Chilli pickle,pack,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Pickles,prod-ginger-pickle,Ginger pickle,pack,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Pickles,prod-bitter-gourd-pickle,Bitter gourd pickle,pack,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Sauces and pastes,prod-tomato-sauce,Tomato sauce,piece,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Sauces and pastes,prod-chilli-sauce,Chilli sauce,pack,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Sauces and pastes,prod-soy-sauce,Soy sauce,pack,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Sauces and pastes,prod-vinegar,Vinegar,pack,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Sauces and pastes,prod-coconut-vinegar,Coconut vinegar,pack,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Sauces and pastes,prod-ginger-garlic-paste,Ginger garlic paste,pack,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Sauces and pastes,prod-garlic-paste,Garlic paste,pack,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Sauces and pastes,prod-tamarind-paste,Tamarind paste,pack,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Sauces and pastes,prod-green-chilli-sauce,Green chilli sauce,pack,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Sauces and pastes,prod-schezwan-sauce,Schezwan sauce,pack,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Sauces and pastes,prod-mayonnaise,Mayonnaise,pack,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Sauces and pastes,prod-mustard-sauce,Mustard sauce,kg,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Sauces and pastes,prod-pizza-sauce,Pizza sauce,pack,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Chutneys and spreads,prod-coconut-chutney-powder,Coconut chutney powder,kg,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Chutneys and spreads,prod-idli-podi,Idli podi,pack,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Chutneys and spreads,prod-peanut-chutney-powder,Peanut chutney powder,kg,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Chutneys and spreads,prod-tomato-chutney,Tomato chutney,piece,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Chutneys and spreads,prod-jam,Jam,pack,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Chutneys and spreads,prod-peanut-butter,Peanut butter,pack,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Chutneys and spreads,prod-chocolate-spread,Chocolate spread,pack,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Chutneys and spreads,prod-honey,Honey,pack,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Chutneys and spreads,prod-dates-syrup,Dates syrup,pack,Packaged food,
cat-condiments-sauces-and-pickles,"Condiments, Sauces & Pickles",Chutneys and spreads,prod-tamarind,Tamarind,pack,Packaged food,
cat-vegetables,Vegetables,Daily vegetables,prod-tomato,Tomato,piece,Fresh produce,
cat-vegetables,Vegetables,Daily vegetables,prod-onion,Onion,pack,Fresh produce,
cat-vegetables,Vegetables,Daily vegetables,prod-small-onion,Small onion,pack,Fresh produce,
cat-vegetables,Vegetables,Daily vegetables,prod-potato,Potato,piece,Fresh produce,
cat-vegetables,Vegetables,Daily vegetables,prod-carrot,Carrot,pack,Fresh produce,
cat-vegetables,Vegetables,Daily vegetables,prod-cucumber,Cucumber,pack,Fresh produce,
cat-vegetables,Vegetables,Daily vegetables,prod-cabbage,Cabbage,piece,Fresh produce,
cat-vegetables,Vegetables,Daily vegetables,prod-cauliflower,Cauliflower,pack,Fresh produce,
cat-vegetables,Vegetables,Daily vegetables,prod-beans,Beans,kg,Fresh produce,
cat-vegetables,Vegetables,Daily vegetables,prod-brinjal,Brinjal,pack,Fresh produce,
cat-vegetables,Vegetables,Daily vegetables,prod-ladies-finger,Ladies finger,pack,Fresh produce,
cat-vegetables,Vegetables,Daily vegetables,prod-bitter-gourd,Bitter gourd,pack,Fresh produce,
cat-vegetables,Vegetables,Daily vegetables,prod-ash-gourd,Ash gourd,pack,Fresh produce,
cat-vegetables,Vegetables,Daily vegetables,prod-pumpkin,Pumpkin,pack,Fresh produce,
cat-vegetables,Vegetables,Daily vegetables,prod-drumstick,Drumstick,pack,Fresh produce,
cat-vegetables,Vegetables,Daily vegetables,prod-green-chilli,Green chilli,pack,Fresh produce,
cat-vegetables,Vegetables,Daily vegetables,prod-capsicum,Capsicum,pack,Fresh produce,
cat-vegetables,Vegetables,Daily vegetables,prod-beetroot,Beetroot,pack,Fresh produce,
cat-vegetables,Vegetables,Daily vegetables,prod-radish,Radish,pack,Fresh produce,
